Interpolated X1	Interpolated Y1
35.025	5.97181E-8
35.05	5.84501E-8
35.075	5.66518E-8
35.1	5.48536E-8
35.125	5.30553E-8
35.15	5.12571E-8
35.175	4.94588E-8
35.2	4.76606E-8
35.225	4.60104E-8
35.25	4.43603E-8
35.275	4.27102E-8
35.3	4.106E-8
35.325	3.94099E-8
35.35	3.77597E-8
35.375	3.71063E-8
35.4	3.71173E-8
35.425	3.71283E-8
35.45	3.71394E-8
35.475	3.71504E-8
35.5	3.71614E-8
35.525	3.69838E-8
35.55	3.60516E-8
35.575	3.51194E-8
35.6	3.41871E-8
35.625	3.32549E-8
35.65	3.23227E-8
35.675	3.13905E-8
35.7	3.00702E-8
35.725	2.86529E-8
35.75	2.72356E-8
35.775	2.58183E-8
35.8	2.4401E-8
35.825	2.29837E-8
35.85	2.18353E-8
35.875	2.10903E-8
35.9	2.03452E-8
35.925	1.96002E-8
35.95	1.88551E-8
35.975	1.81101E-8
36	1.73651E-8
36.025	1.662E-8
36.05	1.5875E-8
36.075	1.513E-8
36.1	1.4385E-8
36.125	1.364E-8
36.15	1.28949E-8
36.175	1.21499E-8
36.2	1.14049E-8
36.225	1.06598E-8
36.25	9.91481E-9
36.275	9.16978E-9
36.3	8.42474E-9
36.325	7.67971E-9
36.35	6.93468E-9
36.375	6.18965E-9
36.4	5.44462E-9
36.425	4.69959E-9
36.45	3.95457E-9
36.475	3.20954E-9
36.5	2.46451E-9
36.525	1.71947E-9
36.55	9.74442E-10
36.575	2.2941E-10
36.6	-5.15622E-10
36.625	-1.26065E-9
36.65	-2.03685E-9
36.675	-2.85976E-9
36.7	-3.68267E-9
36.725	-4.50559E-9
36.75	-5.3285E-9
36.775	-6.15142E-9
36.8	-6.97433E-9
36.825	-7.35738E-9
36.85	-7.74044E-9
36.875	-8.12349E-9
36.9	-8.50654E-9
36.925	-8.8896E-9
36.95	-9.27265E-9
36.975	-9.65571E-9
37	-1.00388E-8
37.025	-1.04218E-8
37.05	-1.08049E-8
37.075	-1.1188E-8
37.1	-1.1571E-8
37.125	-1.19541E-8
37.15	-1.23371E-8
37.175	-1.27202E-8
37.2	-1.31033E-8
37.225	-1.34863E-8
37.25	-1.38694E-8
37.275	-1.42524E-8
37.3	-1.46355E-8
37.325	-1.50186E-8
37.35	-1.54016E-8
37.375	-1.57847E-8
37.4	-1.61678E-8
37.425	-1.65508E-8
37.45	-1.70713E-8
37.475	-1.77979E-8
37.5	-1.85245E-8
37.525	-1.92511E-8
37.55	-1.99776E-8
37.575	-2.07042E-8
37.6	-2.14308E-8
37.625	-2.21448E-8
37.65	-2.28587E-8
37.675	-2.35727E-8
37.7	-2.42867E-8
37.725	-2.50007E-8
37.75	-2.57147E-8
37.775	-2.59296E-8
37.8	-2.58119E-8
37.825	-2.56942E-8
37.85	-2.55766E-8
37.875	-2.54589E-8
37.9	-2.53413E-8
37.925	-2.53259E-8
37.95	-2.57194E-8
37.975	-2.6113E-8
38	-2.65066E-8
38.025	-2.69002E-8
38.05	-2.72938E-8
38.075	-2.76873E-8
38.1	-2.82747E-8
38.125	-2.89104E-8
38.15	-2.95462E-8
38.175	-3.01819E-8
38.2	-3.08177E-8
38.225	-3.14535E-8
38.25	-3.19483E-8
38.275	-3.22318E-8
38.3	-3.25153E-8
38.325	-3.27988E-8
38.35	-3.30824E-8
38.375	-3.33659E-8
38.4	-3.36494E-8
38.425	-3.39329E-8
38.45	-3.42164E-8
38.475	-3.44999E-8
38.5	-3.47834E-8
38.525	-3.50669E-8
38.55	-3.53504E-8
38.575	-3.56339E-8
38.6	-3.59174E-8
38.625	-3.62009E-8
38.65	-3.64844E-8
38.675	-3.6768E-8
38.7	-3.70515E-8
38.725	-3.7335E-8
38.75	-3.76185E-8
38.775	-3.7902E-8
38.8	-3.81855E-8
38.825	-3.8469E-8
38.85	-3.87525E-8
38.875	-3.9036E-8
38.9	-3.93195E-8
38.925	-3.9603E-8
38.95	-3.98865E-8
38.975	-4.017E-8
39	-4.04536E-8
39.025	-4.07371E-8
39.05	-4.10602E-8
39.075	-4.14429E-8
39.1	-4.18255E-8
39.125	-4.22082E-8
39.15	-4.25908E-8
39.175	-4.29735E-8
39.2	-4.33561E-8
39.225	-4.34973E-8
39.25	-4.36385E-8
39.275	-4.37797E-8
39.3	-4.39209E-8
39.325	-4.40621E-8
39.35	-4.42033E-8
39.375	-4.43445E-8
39.4	-4.44857E-8
39.425	-4.46269E-8
39.45	-4.47681E-8
39.475	-4.49093E-8
39.5	-4.50504E-8
39.525	-4.51916E-8
39.55	-4.53328E-8
39.575	-4.5474E-8
39.6	-4.56152E-8
39.625	-4.57564E-8
39.65	-4.58976E-8
39.675	-4.60388E-8
39.7	-4.618E-8
39.725	-4.63212E-8
39.75	-4.64624E-8
39.775	-4.66036E-8
39.8	-4.67448E-8
39.825	-4.6886E-8
39.85	-4.70875E-8
39.875	-4.73796E-8
39.9	-4.76717E-8
39.925	-4.79638E-8
39.95	-4.82558E-8
39.975	-4.85479E-8
40	-4.884E-8
40.025	-4.91421E-8
40.05	-4.94442E-8
40.075	-4.97463E-8
40.1	-5.00484E-8
40.125	-5.03505E-8
40.15	-5.06526E-8
40.175	-5.07096E-8
40.2	-5.06033E-8
40.225	-5.0497E-8
40.25	-5.03907E-8
40.275	-5.02844E-8
40.3	-5.01781E-8
40.325	-5.01264E-8
40.35	-5.02931E-8
40.375	-5.04598E-8
40.4	-5.06266E-8
40.425	-5.07933E-8
40.45	-5.096E-8
40.475	-5.11267E-8
40.5	-5.12935E-8
40.525	-5.14602E-8
40.55	-5.16269E-8
40.575	-5.17936E-8
40.6	-5.19603E-8
40.625	-5.21271E-8
40.65	-5.23215E-8
40.675	-5.25575E-8
40.7	-5.27935E-8
40.725	-5.30295E-8
40.75	-5.32654E-8
40.775	-5.35014E-8
40.8	-5.37374E-8
40.825	-5.38387E-8
40.85	-5.394E-8
40.875	-5.40412E-8
40.9	-5.41425E-8
40.925	-5.42438E-8
40.95	-5.43451E-8
40.975	-5.44464E-8
41	-5.45477E-8
41.025	-5.46489E-8
41.05	-5.47502E-8
41.075	-5.48515E-8
41.1	-5.49528E-8
41.125	-5.50541E-8
41.15	-5.51554E-8
41.175	-5.52566E-8
41.2	-5.53579E-8
41.225	-5.54592E-8
41.25	-5.55605E-8
41.275	-5.56618E-8
41.3	-5.57631E-8
41.325	-5.58643E-8
41.35	-5.59656E-8
41.375	-5.60669E-8
41.4	-5.61682E-8
41.425	-5.62695E-8
41.45	-5.64016E-8
41.475	-5.65801E-8
41.5	-5.67587E-8
41.525	-5.69372E-8
41.55	-5.71157E-8
41.575	-5.72942E-8
41.6	-5.74727E-8
41.625	-5.7517E-8
41.65	-5.75613E-8
41.675	-5.76057E-8
41.7	-5.765E-8
41.725	-5.76943E-8
41.75	-5.77386E-8
41.775	-5.7783E-8
41.8	-5.78273E-8
41.825	-5.78716E-8
41.85	-5.79159E-8
41.875	-5.79603E-8
41.9	-5.80046E-8
41.925	-5.80489E-8
41.95	-5.80932E-8
41.975	-5.81376E-8
42	-5.81819E-8
42.025	-5.82262E-8
42.05	-5.82706E-8
42.075	-5.83149E-8
42.1	-5.83592E-8
42.125	-5.84035E-8
42.15	-5.84479E-8
42.175	-5.84922E-8
42.2	-5.85365E-8
42.225	-5.85809E-8
42.25	-5.86528E-8
42.275	-5.8766E-8
42.3	-5.88793E-8
42.325	-5.89925E-8
42.35	-5.91058E-8
42.375	-5.9219E-8
42.4	-5.93323E-8
42.425	-5.94593E-8
42.45	-5.95864E-8
42.475	-5.97134E-8
42.5	-5.98404E-8
42.525	-5.99675E-8
42.55	-6.00945E-8
42.575	-6.02215E-8
42.6	-6.03486E-8
42.625	-6.04756E-8
42.65	-6.06026E-8
42.675	-6.07296E-8
42.7	-6.08567E-8
42.725	-6.09293E-8
42.75	-6.07843E-8
42.775	-6.06393E-8
42.8	-6.04944E-8
42.825	-6.03494E-8
42.85	-6.02044E-8
42.875	-6.00594E-8
42.9	-6.00847E-8
42.925	-6.01525E-8
42.95	-6.02203E-8
42.975	-6.02882E-8
43	-6.0356E-8
43.025	-6.04238E-8
43.05	-6.05076E-8
43.075	-6.06153E-8
43.1	-6.07231E-8
43.125	-6.08308E-8
43.15	-6.09385E-8
43.175	-6.10462E-8
43.2	-6.1154E-8
43.225	-6.11827E-8
43.25	-6.12115E-8
43.275	-6.12402E-8
43.3	-6.1269E-8
43.325	-6.12977E-8
43.35	-6.13265E-8
43.375	-6.13552E-8
43.4	-6.1384E-8
43.425	-6.14127E-8
43.45	-6.14415E-8
43.475	-6.14702E-8
43.5	-6.1499E-8
43.525	-6.15277E-8
43.55	-6.15565E-8
43.575	-6.15852E-8
43.6	-6.1614E-8
43.625	-6.16427E-8
43.65	-6.16715E-8
43.675	-6.17002E-8
43.7	-6.1729E-8
43.725	-6.17577E-8
43.75	-6.17865E-8
43.775	-6.18152E-8
43.8	-6.18439E-8
43.825	-6.18727E-8
43.85	-6.19219E-8
43.875	-6.20017E-8
43.9	-6.20816E-8
43.925	-6.21614E-8
43.95	-6.22413E-8
43.975	-6.23211E-8
44	-6.2401E-8
44.025	-6.2409E-8
44.05	-6.2417E-8
44.075	-6.24249E-8
44.1	-6.24329E-8
44.125	-6.24409E-8
44.15	-6.24489E-8
44.175	-6.24568E-8
44.2	-6.24648E-8
44.225	-6.24728E-8
44.25	-6.24808E-8
44.275	-6.24887E-8
44.3	-6.24967E-8
44.325	-6.25047E-8
44.35	-6.25127E-8
44.375	-6.25206E-8
44.4	-6.25286E-8
44.425	-6.25366E-8
44.45	-6.25446E-8
44.475	-6.25525E-8
44.5	-6.25605E-8
44.525	-6.25685E-8
44.55	-6.25765E-8
44.575	-6.25844E-8
44.6	-6.25924E-8
44.625	-6.26004E-8
44.65	-6.26084E-8
44.675	-6.26163E-8
44.7	-6.26243E-8
44.725	-6.26323E-8
44.75	-6.26403E-8
44.775	-6.26482E-8
44.8	-6.26562E-8
44.825	-6.27371E-8
44.85	-6.2818E-8
44.875	-6.28989E-8
44.9	-6.29798E-8
44.925	-6.30607E-8
44.95	-6.31416E-8
44.975	-6.32042E-8
45	-6.32547E-8
45.025	-6.33052E-8
45.05	-6.33557E-8
45.075	-6.34062E-8
45.1	-6.34567E-8
45.125	-6.34801E-8
45.15	-6.33948E-8
45.175	-6.33095E-8
45.2	-6.32242E-8
45.225	-6.31389E-8
45.25	-6.30536E-8
45.275	-6.29683E-8
45.3	-6.29712E-8
45.325	-6.29962E-8
45.35	-6.30212E-8
45.375	-6.30462E-8
45.4	-6.30712E-8
45.425	-6.30962E-8
45.45	-6.31306E-8
45.475	-6.31792E-8
45.5	-6.32278E-8
45.525	-6.32764E-8
45.55	-6.3325E-8
45.575	-6.33736E-8
45.6	-6.34222E-8
45.625	-6.34253E-8
45.65	-6.34284E-8
45.675	-6.34315E-8
45.7	-6.34345E-8
45.725	-6.34376E-8
45.75	-6.34407E-8
45.775	-6.34438E-8
45.8	-6.34469E-8
45.825	-6.345E-8
45.85	-6.34531E-8
45.875	-6.34562E-8
45.9	-6.34593E-8
45.925	-6.34624E-8
45.95	-6.34655E-8
45.975	-6.34686E-8
46	-6.34717E-8
46.025	-6.34748E-8
46.05	-6.34779E-8
46.075	-6.3481E-8
46.1	-6.34841E-8
46.125	-6.34872E-8
46.15	-6.34903E-8
46.175	-6.34934E-8
46.2	-6.34965E-8
46.225	-6.34996E-8
46.25	-6.35141E-8
46.275	-6.35458E-8
46.3	-6.35774E-8
46.325	-6.36091E-8
46.35	-6.36408E-8
46.375	-6.36724E-8
46.4	-6.37041E-8
46.425	-6.37024E-8
46.45	-6.37007E-8
46.475	-6.36991E-8
46.5	-6.36974E-8
46.525	-6.36957E-8
46.55	-6.3694E-8
46.575	-6.36923E-8
46.6	-6.36907E-8
46.625	-6.3689E-8
46.65	-6.36873E-8
46.675	-6.36856E-8
46.7	-6.3684E-8
46.725	-6.36823E-8
46.75	-6.36806E-8
46.775	-6.36789E-8
46.8	-6.36772E-8
46.825	-6.36756E-8
46.85	-6.36739E-8
46.875	-6.36722E-8
46.9	-6.36705E-8
46.925	-6.36688E-8
46.95	-6.36672E-8
46.975	-6.36655E-8
47	-6.36638E-8
47.025	-6.36621E-8
47.05	-6.36604E-8
47.075	-6.36588E-8
47.1	-6.36571E-8
47.125	-6.36554E-8
47.15	-6.36537E-8
47.175	-6.3652E-8
47.2	-6.36504E-8
47.225	-6.36783E-8
47.25	-6.37062E-8
47.275	-6.37341E-8
47.3	-6.3762E-8
47.325	-6.37899E-8
47.35	-6.38178E-8
47.375	-6.38396E-8
47.4	-6.38573E-8
47.425	-6.3875E-8
47.45	-6.38927E-8
47.475	-6.39104E-8
47.5	-6.3928E-8
47.525	-6.39342E-8
47.55	-6.38941E-8
47.575	-6.3854E-8
47.6	-6.38139E-8
47.625	-6.37738E-8
47.65	-6.37337E-8
47.675	-6.36937E-8
47.7	-6.36911E-8
47.725	-6.36979E-8
47.75	-6.37047E-8
47.775	-6.37115E-8
47.8	-6.37183E-8
47.825	-6.37251E-8
47.85	-6.37368E-8
47.875	-6.37559E-8
47.9	-6.37751E-8
47.925	-6.37942E-8
47.95	-6.38134E-8
47.975	-6.38325E-8
48	-6.38517E-8
48.025	-6.38497E-8
48.05	-6.38478E-8
48.075	-6.38458E-8
48.1	-6.38439E-8
48.125	-6.38419E-8
48.15	-6.384E-8
48.175	-6.3838E-8
48.2	-6.38361E-8
48.225	-6.38341E-8
48.25	-6.38322E-8
48.275	-6.38302E-8
48.3	-6.38283E-8
48.325	-6.38263E-8
48.35	-6.38244E-8
48.375	-6.38224E-8
48.4	-6.38205E-8
48.425	-6.38185E-8
48.45	-6.38166E-8
48.475	-6.38146E-8
48.5	-6.38127E-8
48.525	-6.38107E-8
48.55	-6.38088E-8
48.575	-6.38068E-8
48.6	-6.38049E-8
48.625	-6.38029E-8
48.65	-6.38046E-8
48.675	-6.38119E-8
48.7	-6.38191E-8
48.725	-6.38263E-8
48.75	-6.38335E-8
48.775	-6.38407E-8
48.8	-6.38479E-8
48.825	-6.38474E-8
48.85	-6.38469E-8
48.875	-6.38463E-8
48.9	-6.38458E-8
48.925	-6.38453E-8
48.95	-6.38448E-8
48.975	-6.38443E-8
49	-6.38438E-8
49.025	-6.38433E-8
49.05	-6.38427E-8
49.075	-6.38422E-8
49.1	-6.38417E-8
49.125	-6.38412E-8
49.15	-6.38407E-8
49.175	-6.38402E-8
49.2	-6.38397E-8
49.225	-6.38392E-8
49.25	-6.38386E-8
49.275	-6.38381E-8
49.3	-6.38376E-8
49.325	-6.38371E-8
49.35	-6.38366E-8
49.375	-6.38361E-8
49.4	-6.38356E-8
49.425	-6.38351E-8
49.45	-6.38346E-8
49.475	-6.38341E-8
49.5	-6.38335E-8
49.525	-6.3833E-8
49.55	-6.38325E-8
49.575	-6.3832E-8
49.6	-6.38315E-8
49.625	-6.38326E-8
49.65	-6.38338E-8
49.675	-6.38349E-8
49.7	-6.38361E-8
49.725	-6.38372E-8
49.75	-6.38384E-8
49.775	-6.38409E-8
49.8	-6.38443E-8
49.825	-6.38476E-8
49.85	-6.3851E-8
49.875	-6.38544E-8
49.9	-6.38578E-8
49.925	-6.38612E-8
49.95	-6.38645E-8
49.975	-6.38679E-8
50	-6.38713E-8
